Experiment,Baseline_Acc,Ensemble3_Acc,Ensemble6_Acc,Seeds
67,0.6398809523809523,0.6398809523809523,0.6517857142857143,"[57553, 58691, 84070, 72514, 554, 86513]"
68,0.6726190476190477,0.6726190476190477,0.6636904761904762,"[83115, 20462, 71885, 46992, 87228, 60421]"
69,0.6696428571428571,0.6904761904761905,0.6875,"[74826, 28096, 20581, 31307, 23366, 72261]"
70,0.6815476190476191,0.6755952380952381,0.7053571428571429,"[66831, 40467, 53732, 78559, 80275, 95866]"
71,0.6845238095238095,0.6636904761904762,0.6785714285714286,"[44445, 38551, 78592, 18517, 78647, 24372]"
72,0.6458333333333334,0.6845238095238095,0.6994047619047619,"[90761, 51635, 34657, 51275, 37512, 83164]"
73,0.6845238095238095,0.6755952380952381,0.6696428571428571,"[14215, 15438, 10653, 10381, 6263, 48741]"
74,0.6904761904761905,0.6726190476190477,0.6934523809523809,"[23002, 34520, 1880, 18132, 3935, 14421]"
75,0.6875,0.6755952380952381,0.6696428571428571,"[89824, 72382, 49225, 56570, 97128, 15905]"
76,0.6904761904761905,0.6785714285714286,0.6755952380952381,"[79181, 46933, 40532, 4258, 94148, 39652]"
77,0.6845238095238095,0.6934523809523809,0.7113095238095238,"[97363, 32177, 72191, 34419, 78540, 86668]"
78,0.6815476190476191,0.6875,0.6815476190476191,"[17559, 40905, 47939, 84506, 98487, 71835]"
79,0.6755952380952381,0.6696428571428571,0.6636904761904762,"[8005, 88328, 85259, 84620, 95424, 3561]"
80,0.6875,0.7053571428571429,0.6755952380952381,"[14861, 51668, 16450, 12583, 33230, 65225]"
81,0.6755952380952381,0.6785714285714286,0.6666666666666666,"[460, 99799, 47832, 79772, 21265, 32661]"
82,0.6607142857142857,0.6875,0.7053571428571429,"[82591, 62358, 44050, 44193, 91385, 71160]"
83,0.6666666666666666,0.6785714285714286,0.6577380952380952,"[42511, 53387, 39795, 60508, 19900, 18341]"
84,0.6636904761904762,0.6726190476190477,0.6726190476190477,"[67415, 54852, 5163, 87414, 67688, 96164]"
85,0.6934523809523809,0.7053571428571429,0.6845238095238095,"[25348, 59497, 44772, 68546, 88228, 8744]"
86,0.6726190476190477,0.6696428571428571,0.6845238095238095,"[62636, 27552, 92181, 92873, 78402, 6218]"
87,0.6636904761904762,0.6547619047619048,0.6547619047619048,"[65643, 61182, 84690, 58540, 26427, 97581]"
88,0.6696428571428571,0.6398809523809523,0.6517857142857143,"[5288, 88798, 94063, 97877, 83985, 90617]"
89,0.6815476190476191,0.6815476190476191,0.6875,"[96994, 24910, 85019, 89592, 17685, 20766]"
90,0.6547619047619048,0.6607142857142857,0.6428571428571429,"[34367, 98742, 42380, 48670, 39208, 86949]"
91,0.6696428571428571,0.6785714285714286,0.6458333333333334,"[40215, 80000, 1039, 85378, 91339, 16186]"
92,0.6398809523809523,0.6726190476190477,0.6517857142857143,"[65968, 94417, 54300, 84868, 73815, 86246]"
93,0.6875,0.6875,0.6726190476190477,"[10718, 87072, 46219, 85722, 7525, 44756]"
94,0.6785714285714286,0.6577380952380952,0.6517857142857143,"[94421, 80073, 59833, 40305, 94773, 36172]"
95,0.6607142857142857,0.6845238095238095,0.6666666666666666,"[10305, 76856, 94282, 79581, 74028, 32946]"
96,0.6666666666666666,0.6726190476190477,0.6666666666666666,"[18649, 69969, 96927, 63226, 50590, 53417]"
97,0.6785714285714286,0.6875,0.6845238095238095,"[64005, 15074, 89657, 14540, 72899, 37056]"
98,0.6547619047619048,0.7053571428571429,0.6815476190476191,"[5616, 93229, 39484, 84510, 49418, 89579]"
99,0.6755952380952381,0.7083333333333334,0.7023809523809523,"[41787, 3668, 10122, 24826, 4042, 4991]"
100,0.6934523809523809,0.6755952380952381,0.6815476190476191,"[55403, 82381, 92390, 36109, 84403, 81501]"

Average,0.6767857142857143,0.6778869047619047,0.6792559523809524
StdDev,0.01577690055658893,0.015724953152999623,0.015866560510934536
