Experiment,Baseline_Acc,Ensemble3_Acc,Ensemble6_Acc,Seeds
86,0.8663047166610112,0.8639294197488971,0.8625721072276892,"[50466, 86148, 31302, 68613, 39601, 24041]"
87,0.8768238887003733,0.8581608415337632,0.8500169664065151,"[58158, 92789, 87880, 87611, 73230, 99397]"
88,0.8574821852731591,0.8578215134034611,0.8456057007125891,"[49221, 62218, 97644, 33101, 7816, 26288]"
89,0.8557855446216491,0.8601968103155752,0.8530709195792331,"[9569, 46249, 15853, 60978, 776, 69050]"
90,0.8517136070580251,0.8591788259246692,0.8551068883610451,"[53047, 30672, 78814, 98249, 29429, 76297]"
91,0.8530709195792331,0.8683406854428232,0.8598574821852731,"[86696, 40028, 14269, 18673, 92025, 99547]"
92,0.8537495758398371,0.8530709195792331,0.8551068883610451,"[91187, 37821, 21788, 10307, 93759, 60719]"
93,0.8591788259246692,0.8618934509670851,0.8537495758398371,"[97687, 25141, 41716, 10080, 11746, 11291]"
94,0.8588394977943672,0.8618934509670851,0.8510349507974211,"[18196, 23241, 14816, 87872, 42800, 13153]"
95,0.8629114353579912,0.8690193417034272,0.8669833729216152,"[5305, 54651, 7282, 69630, 89694, 8977]"
96,0.8537495758398371,0.8456057007125891,0.8411944350186631,"[22899, 46303, 78162, 87089, 23450, 17380]"
97,0.8513742789277231,0.8486596538853071,0.8591788259246692,"[23706, 6969, 59842, 73936, 16441, 28875]"
98,0.8656260604004072,0.8663047166610112,0.8700373260943333,"[80197, 8715, 29819, 40812, 98011, 92321]"
99,0.8557855446216491,0.8601968103155752,0.8700373260943333,"[48518, 67815, 72137, 76946, 93233, 30306]"
100,0.8540889039701391,0.8585001696640652,0.8500169664065151,"[18972, 46989, 62898, 77588, 1619, 87060]"

Average,0.8541805225653206,0.8538581608415338,0.8533627417712928
StdDev,0.007556404418316062,0.007313309463840638,0.008091007697428836
