feature,impurity_importance,perm_importance_mean,perm_importance_std,rank_perm,rank_impurity,rank_avg
iso_138,0.005729573340832869,0.0010897435897435858,0.0009951394036064082,122.0,14.0,68.0
iso_172,0.004199734706743977,0.0010897435897435858,0.0008624117978893374,122.0,44.0,83.0
iso_518,0.003098427339719117,0.0010897435897435858,0.0011121379213395776,122.0,93.0,107.5
iso_328,0.003055058064104596,0.0010897435897435858,0.0011121379213395776,122.0,98.0,110.0
iso_293,0.002723303225461505,0.0010897435897435858,0.0008624117978893373,122.0,114.0,118.0
iso_13,0.0025343167549432104,0.0010897435897435858,0.0006442227962256958,122.0,125.0,123.5
iso_352,0.0024352335645995006,0.0010897435897435858,0.0007051282051282026,122.0,132.0,127.0
iso_521,0.0022554091837607955,0.0010897435897435858,0.0005006570305068351,122.0,143.0,132.5
iso_364,0.001533469705810448,0.0010897435897435858,0.0004104566818867196,122.0,224.0,173.0
iso_551,0.0013711511302151218,0.0010897435897435858,0.000952953124828106,122.0,249.0,185.5
iso_500,0.0007341625448840688,0.0010897435897435858,0.0007051282051282026,122.0,419.0,270.5
iso_420,0.0007179089929702984,0.0010897435897435858,0.0006442227962256958,122.0,422.0,272.0
iso_468,0.000610620313251229,0.0010897435897435858,0.0007051282051282026,122.0,461.0,291.5
iso_395,0.008014720572765968,0.001025641025641022,0.0015754109906980082,136.0,2.0,69.0
iso_460,0.00638981066452372,0.001025641025641022,0.0016012815380508658,136.0,10.0,73.0
iso_416,0.0050921460523107595,0.001025641025641022,0.001080275611945683,136.0,23.0,79.5
iso_213,0.004629134881328035,0.001025641025641022,0.0014951158704731488,136.0,33.0,84.5
iso_492,0.003122357367108936,0.001025641025641022,0.0009155677472490802,136.0,90.0,113.0
iso_493,0.001966001778028509,0.001025641025641022,0.0009593993299420329,136.0,163.0,149.5
iso_355,0.001935625264913526,0.001025641025641022,0.0006537204504606112,136.0,164.0,150.0
iso_476,0.0019106530086222095,0.001025641025641022,0.000512820512820511,136.0,168.0,152.0
iso_377,0.0017358146182028405,0.001025641025641022,0.0007692307692307664,136.0,189.0,162.5
iso_66,0.0016159834251598649,0.001025641025641022,0.0005128205128205111,136.0,207.0,171.5
iso_593,0.0012949138658652868,0.001025641025641022,0.00031403714651066273,136.0,260.0,198.0
iso_543,0.000961689285462555,0.001025641025641022,0.0006537204504606111,136.0,333.0,234.5
iso_257,0.0009011791869341784,0.001025641025641022,0.0007692307692307665,136.0,359.0,247.5
iso_49,0.0008946567399211025,0.001025641025641022,0.0005875097044815158,136.0,360.0,248.0
iso_241,0.0008260636216916714,0.001025641025641022,0.0005875097044815158,136.0,379.0,257.5
